question,answer_llm,answer_orig,document
Can I get started with OpenAI API usage for just a few cents?,"Yes. You can get started very cheaply — the course notes say OpenAI API usage should cost very little, and initial usage is usually fractions of a cent. You can also recharge starting from $5.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
"Do I need to pay for the OpenAI API to finish the homework in this course, or are there free options I can use instead?","No, you don’t need to pay for the OpenAI API to finish the homework. The course explicitly says you can use free or low-cost alternatives instead.

You can also use other LLM providers or even run a model locally. The course is not tied to OpenAI. For options, check the course repo’s list of OpenAI API alternatives:
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
"For the LLM Zoomcamp assignments, is a paid OpenAI subscription required, or can I rely on the free alternatives from the course repo?","No, a paid OpenAI subscription is not required. You can use the free or low-cost alternatives listed in the course repo, and the homework is designed so you don’t need a paid service.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
"Can I complete the course tasks without buying OpenAI API access, and where are the no-cost alternatives listed?","Yes, you can complete the course homeworks without paying for OpenAI API access.

The no-cost or low-cost alternatives are listed in the course GitHub repo here:
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
"Is paying for OpenAI necessary for the homeworks, or does the GitHub have some free API alternatives I can use?","No, paying for OpenAI is not necessary for the homeworks. You can use free or low-cost alternatives from the course GitHub repo.

The course also says you can use other LLM providers or even local models instead of OpenAI. Check the list of OpenAI API alternatives here:  
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
"To do the course exercises, do I have to subscribe to OpenAI, or is there a list of free replacements somewhere in the course materials?","No, you don’t have to subscribe to OpenAI to do the exercises.

The course materials say you can use free or low-cost alternatives, and they include a list of OpenAI API alternatives in the course GitHub repo:
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives

They also say the course is not tied to OpenAI, so you can use other providers or even local models.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
How do I keep my API key in a .env file and read it in Python?,"Store your key in a `.env` file, keep that file out of Git, and load it in Python with `python-dotenv`.

Example:

1. Create `.env`:
```bash
OPENAI_API_KEY=sk-...
```

2. Add `.env` to `.gitignore`:
```gitignore
.env
```

3. Install `python-dotenv`:
```bash
pip install python-dotenv
```

4. Read it in Python:
```python
import os
from dotenv import load_dotenv

load_dotenv()

api_key = os.getenv(""OPENAI_API_KEY"")
```

Make sure the variable name in `.env` is exactly `OPENAI_API_KEY`.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What imports do I need to load environment variables from a .env file?,"You need:

```python
import os
from dotenv import load_dotenv
```

Then call:

```python
load_dotenv()
```

This comes from the `python-dotenv` package.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
How can I point Python to the right .env path and get the key value?,"Use `python-dotenv` and point it to the exact `.env` file path if needed.

```python
import os
from dotenv import load_dotenv

load_dotenv(""/full/path/to/your/.env"")   # or a relative path like ""./.env""

key = os.getenv(""OPENAI_API_KEY"")
print(key)
```

If your `.env` is in the same directory as your script, this also works:

```python
load_dotenv()
```

If you want, I can also show how to load `.env` from a parent folder or with `pathlib`.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What's the easiest way to access API_KEY_abc after loading .env?,"Use `os.getenv(""API_KEY_abc"")` after `load_dotenv()`.

Example:

```python
import os
from dotenv import load_dotenv

load_dotenv()

api_key = os.getenv(""API_KEY_abc"")
```

","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
"Do I need to add my .env file to .gitignore, and why?","Yes — add your `.env` file to `.gitignore`.

Why:
- It usually contains API keys and other secrets.
- You should never commit those to GitHub or any shared repo.
- Reviewers should use their own credentials, not yours.

Use:
```gitignore
.env
```

A good practice is to also provide a `.env.example` with the variable names only, so others know what to create.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
"Why does my OPENAI_API_KEY keep showing as missing inside Jupyter, and how do I fix it?","Make sure you installed and used `python-dotenv`:

```bash
pip install python-dotenv
```

Then load your `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly:

```bash
OPENAI_API_KEY
```

If it still shows as missing, I don't know.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
"If I already put the key in a .envrc file, why is the notebook still throwing the api_key error?","Make sure the notebook is actually loading the `.env` file. Putting the key in `.envrc` alone isn’t enough for the Jupyter notebook.

You should:

1. Install `python-dotenv`:
```bash
pip install python-dotenv
```

2. Load the environment file at the start of the notebook:
```python
from dotenv import load_dotenv

load_dotenv()
```

3. Verify the variable name is exactly:
```env
OPENAI_API_KEY
```

If it still errors after that, I don't know.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
What’s the easiest way to make OpenAI API auth work in a notebook when direnv isn’t enough?,"The easiest fix is to load your `.env` inside the notebook with `python-dotenv`, instead of relying on `direnv`.

```bash
pip install python-dotenv
```

Then in the notebook:

```python
from dotenv import load_dotenv
load_dotenv()
```

And make sure your `.env` contains the key named exactly:

```env
OPENAI_API_KEY=...
```

If that doesn’t solve it, I don’t know.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How do I use python-dotenv to load my environment variables from .envrc in Jupyter?,"Use `python-dotenv` and call `load_dotenv()` in your notebook. For example:

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv

load_dotenv()
```

Then your variables from the environment file will be available in Python.

If the variable is not found, make sure it is named exactly `OPENAI_API_KEY` in your `.env` file.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
"Can I store OPENAI_API_KEY in GitHub Codespaces instead of setting it locally, and how do I do that?","Yes — for GitHub Codespaces, use **Codespaces secrets** instead of storing `OPENAI_API_KEY` in a file in the repo or setting it locally.

How to do it:
1. Go to GitHub’s **Codespaces secrets** settings.
2. Add a new secret named `OPENAI_API_KEY`.
3. Paste your API key as the value.
4. Restart your Codespace if needed so it can pick up the secret.

This is the recommended approach for Codespaces.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How can I figure out the GPT-4o token count for homework 6 if I’m using Groq and there’s no tokenizer for it?,"Get the token count from the model’s response object, if Groq exposes usage fields. Check for something like `response.usage.input_tokens` or `response.usage.prompt_tokens`.

If Groq doesn’t expose token usage for that model, use Groq’s native tokenizer as an approximation. Do not use `tiktoken` or `cl100k_base` for GPT-4o/Groq, since tokenization differs by provider/model.

If you want, I can help you inspect a Groq response object and point out the exact field to use.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Do I need an OpenAI API key just to check how many tokens a prompt has in this assignment?,"No—you don’t need an OpenAI API key just to count tokens for the assignment.

The context says you can use `tiktoken.encode()` to count the visible prompt tokens locally, and the course also allows non-OpenAI providers or even local models. An API key is only needed if you’re actually calling a provider’s API, not for simple token counting.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What library should I use to estimate the number of OpenAI tokens in question 6?,I don't know.,"For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Is there a way to count GPT-4o tokens without using the OpenAI API itself?,I don't know.,"For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"If Groq doesn’t have a tokenizer, what’s the simplest way to get the token number the homework wants?","The simplest way is to get the token count from Groq’s **response object usage fields**, if available.

Since Groq doesn’t have a tokenizer you should use directly, check the response for something like:

- `response.usage.prompt_tokens`
- `response.usage.input_tokens`

If Groq doesn’t expose token usage, use Groq’s **native tokenizer as an approximation**. For the homework, if it’s multiple choice, pick the closest option.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Can I swap OpenAI for Groq in the course exercises and final project?,"Yes — you can swap OpenAI for Groq in the exercises, as long as the code uses an OpenAI-compatible **chat completions** client rather than OpenAI’s **Responses** endpoint.

The course context says:
- For course homeworks, you do **not** have to pay for OpenAI.
- You can use **free or low-cost alternatives**.
- In the agentic RAG/toyaikit setup, **Groq works** if you point the OpenAI client to Groq’s base URL and use the chat completions runner.

For the **capstone project**, you’re generally **not restricted** in technology, so using Groq there should also be fine.

If you want, I can also show you the exact Groq code pattern from the context.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Is it okay to use a different LLM platform instead of OpenAI for the homework?,"Yes. You can use a different LLM platform or provider for the homework — it doesn’t have to be OpenAI.

The course supports other options like:
- OpenAI-compatible hosted providers such as Groq, OpenRouter, DeepSeek, Gemini, Z.ai, or Mistral
- Local models via Ollama, vLLM, or LM Studio
- Hugging Face-hosted models

If the provider exposes an OpenAI-compatible endpoint, you usually only need to change the `base_url`, API key, and model name.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Do I need a paid API like OpenAI to finish the assignments, or can I run everything locally?","No — you do **not** need a paid OpenAI API to finish the assignments.

You can:

- run everything **locally** with a model served by tools like **Ollama**, **vLLM**, or **LM Studio**
- use **another provider** instead of OpenAI, including OpenAI-compatible options like **Groq**, **OpenRouter**, **Gemini**, **DeepSeek**, **Mistral**, etc.

The course is **not tied to OpenAI**, and the homework is designed so you **don’t need a paid service**. If you use a different provider or local model, you may need to adjust the `base_url`, API key, or model name.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"If I use another model provider, will I have to change the code myself?","Yes — usually you’ll need to change a little code/config yourself.

The course code is often built around the OpenAI client, so if you switch providers you typically update things like:

- `base_url`
- API key
- model name

If the new provider is OpenAI-compatible, that may be all you need.  
If it’s not fully compatible, you may also need to adapt:

- response format
- tool/function schema
- token counting / tokenizer handling

So: **sometimes just small config changes, sometimes a bit more code**, depending on the provider.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Where should I look if I want to adapt the project to a platform like Groq?,I don't know.,"Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Why does my homework query return an empty list after filtering, even though the data is there?","This is likely an indexing issue. You need to add the index settings **before** adding the data to the index. After that, your filters and query should work correctly.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
What am I missing if my Q3 filter gives no results in the LLM Zoomcamp homework?,"You’re probably using the wrong embedding/model or the wrong field for the filter.

For Module 2 Q2, the homework specifically says **not** to use `sentence-transformers`; use the lightweight ONNX `Embedder` from `embedder.py`:

```python
from embedder import Embedder
model = Embedder()
```

Also make sure you are:

- embedding the page’s **`content`** field, not the filename or the whole dict
- comparing against the **query vector from Q1**
- using the fact that the vectors are **normalized**, so dot product = cosine similarity

If it’s still slightly off, choose the closest option.

If you meant a different “Q3 filter” question, I don’t know.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Could this be an indexing problem if the search comes back empty after I apply the filter?,"Yes — it could be an indexing problem. In the homework context, an empty result after applying filters is likely caused by indexing the data incorrectly. The fix is to add the index settings before adding the data to the indices, and then the filters and query should work properly.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Do I need to set up the index differently before loading the data for this assignment?,"Yes — you should set up the index settings **before** loading the data into the index. Otherwise, you may run into issues like empty results after filtering.

","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
How should I fix the empty results issue in HW Q3 when using filters and queries?,"This is likely an indexing issue. Fix it by **adding the index settings before adding the data to the indices**, and then your filters and query should work correctly.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Why do I get a different token count in tiktoken than what OpenAI shows in the API response?,"Because `tiktoken` only counts the tokens in your visible text, while OpenAI’s API includes extra internal chat-formatting tokens.

In particular:

- each chat message adds about 4 structural tokens
- the API adds 2 extra tokens to mark assistant generation
- whitespace, newlines, and some Unicode can also change the count

So it’s normal for `tiktoken` to show a smaller number than the API response.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
"How come my prompt has 320 tokens locally, but OpenAI says 327 for the same request?","Because OpenAI counts some extra **internal chat-format tokens** that your local `tiktoken.encode()` count doesn’t include.

In the course context, the difference comes from:

- **4 structural tokens per message** in `chat.completions.create()` calls
- **2 extra tokens globally** for assistant response generation
- Possible small additions from **newlines, whitespace, or Unicode characters**

So your visible prompt may be **320 tokens locally**, but OpenAI may report **327** for the same request due to those added formatting tokens.

","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
Does chat.completions.create add extra tokens beyond the text I send?,"Yes. `chat.completions.create()` can add extra tokens beyond the text you send.

According to the context, OpenAI adds:
- **4 structural tokens per message** in the chat format
- **2 global tokens** to mark the start of assistant generation

So the API-reported token count can be higher than a plain `tiktoken.encode()` count of your visible text.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
What makes OpenAI count more tokens than just encoding the visible message content?,"OpenAI counts extra internal chat-formatting tokens, not just the visible message text. Each chat message adds structural tokens, and the API also adds a couple of global tokens for starting assistant generation. Extra whitespace or unusual Unicode can add a few more too.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
"Can whitespace, newlines, or weird Unicode characters change the token total in OpenAI chat requests?","Yes. Extra whitespace, newlines, or unusual Unicode characters can slightly change the token total in OpenAI chat requests. The API also adds internal chat-formatting tokens, so the count can differ from a plain `tiktoken.encode()` estimate.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
How can I set my API key once so I don’t have to export it in every new terminal?,"Use **dirdotenv** so the key loads automatically when you enter the project directory:

```bash
uv tool install dirdotenv
```

Add this to your `~/.bashrc` or `~/.zshrc`:

```bash
eval ""$(dirdotenv hook bash)""   # or zsh
```

Then, in your project directory:

```bash
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the API key will be set automatically whenever you `cd` into that folder.

If you already use it, `direnv` is also fine.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
Is there a way to make env vars load automatically when I enter a project folder?,"Yes — store them in a `.env` file and load them with `python-dotenv`.

In Python, do:

```python
from dotenv import load_dotenv
load_dotenv()
```

Then read them with `os.getenv(...)`.

The context doesn’t mention automatic loading when you enter a folder specifically, so I don’t know if that’s supported in the course setup.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
What’s the easiest setup for keeping my OpenAI key in a project without putting it in the code?,"The easiest setup is to put the key in a `.env` file and load it from your code, instead of hardcoding it.

For example:

```env
OPENAI_API_KEY=your_key_here
```

Then in Python:

```python
from dotenv import load_dotenv
import os

load_dotenv()
api_key = os.getenv(""OPENAI_API_KEY"")
```

In the course context, the same pattern is used for Gemini keys with `.env`, so this is the recommended approach here too.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
